Estuary,Station,Date,Transect,Habitat,Method,Quadrat,ScientificName,CommonName,Status,EstimatedCover,TallestPlantHeight,Tide,VegetatedCover,NonVegetatedCover
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,1,Jaumea carnosa,fleshy jaumea,native,40,20,high,60,40
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,10,50,high,60,40
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,25,60,high,60,40
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia bigelovii,dwarf glasswort,native,30,20,high,80,20
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,20,40,high,80,20
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,2,Batis maritima,saltwort,native,15,10,high,80,20
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,2,Jaumea carnosa,fleshy jaumea,native,50,20,high,80,20
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia bigelovii,dwarf glasswort,native,30,30,high,80,20
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,25,65,high,80,20
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,20,30,high,80,20
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,2,40,high,90,10
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,3,Jaumea carnosa,fleshy jaumea,native,10,35,high,90,10
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,75,60,high,90,10
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,10,50,high,90,10
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,10,30,high,95,5
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,5,50,high,95,5
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,4,Jaumea carnosa,fleshy jaumea,native,80,20,high,95,5
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,10,30,high,95,5
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,25,50,high,95,5
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,10,40,high,40,60
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,5,Batis maritima,saltwort,native,10,10,high,40,60
Newport Bay,2,2021-09-24T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,50,65,high,40,60
Newport Bay,3,2021-09-25T00:00:00Z,1,Low marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,10,35,high,10,90
Newport Bay,3,2021-09-25T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,5,10,high,5,95
Newport Bay,3,2021-09-25T00:00:00Z,1,Low marsh,within_elevation,2,Batis maritima,saltwort,native,5,5,high,5,95
Newport Bay,3,2021-09-25T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,10,40,high,5,95
Newport Bay,3,2021-09-25T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,5,10,high,40,60
Newport Bay,3,2021-09-25T00:00:00Z,1,Low marsh,within_elevation,3,Batis maritima,saltwort,native,5,5,high,40,60
Newport Bay,3,2021-09-25T00:00:00Z,1,Low marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,5,20,high,40,60
Newport Bay,3,2021-09-25T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,20,40,high,40,60
Newport Bay,3,2021-09-25T00:00:00Z,1,Low marsh,within_elevation,5,Batis maritima,saltwort,native,40,45,high,80,20
Newport Bay,3,2021-09-25T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,40,85,high,80,20
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,1,Typha latifolia,broad-leaved cattail,native,2,55,ebb,15,85
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,1,Typha latifolia,broad-leaved cattail,native,10,81,ebb,15,85
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,1,Baccharis salicifolia,mule fat,native,2,5,ebb,15,85
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,2,Typha latifolia,broad-leaved cattail,native,2,58,ebb,20,80
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,2,Typha latifolia,broad-leaved cattail,native,10,75,ebb,20,80
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,3,Baccharis salicifolia,mule fat,native,2,31,ebb,20,80
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,3,Baccharis salicifolia,mule fat,native,2,4,ebb,20,80
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,3,Distichlis spicata,salt grass,native,2,5,ebb,20,80
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,3,Typha latifolia,broad-leaved cattail,native,15,39,ebb,20,80
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,4,Baccharis salicifolia,mule fat,native,5,26,ebb,20,80
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,4,Distichlis spicata,salt grass,native,2,4,ebb,20,80
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,4,Typha latifolia,broad-leaved cattail,native,20,36,ebb,20,80
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,5,Baccharis salicifolia,mule fat,native,2,58,ebb,5,95
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,5,Baccharis salicifolia,mule fat,native,5,66,ebb,5,95
Ventura River,1,2021-03-29T00:00:00Z,1,Low marsh,within_elevation,5,Distichlis spicata,salt grass,native,2,4,ebb,5,95
Ventura River,2,2021-03-30T00:00:00Z,1,Low marsh,within_elevation,1,Typha latifolia,broad-leaved cattail,native,10,105,ebb,85,15
Ventura River,2,2021-03-30T00:00:00Z,1,Low marsh,within_elevation,1,Schoenoplectus californicus,southern bulrush,native,15,0,ebb,85,15
Ventura River,2,2021-03-30T00:00:00Z,1,Low marsh,within_elevation,2,Typha latifolia,broad-leaved cattail,native,10,129,ebb,80,20
Ventura River,2,2021-03-30T00:00:00Z,1,Low marsh,within_elevation,3,Typha latifolia,broad-leaved cattail,native,2,240,ebb,85,15
Ventura River,2,2021-03-30T00:00:00Z,1,Low marsh,within_elevation,3,Typha latifolia,broad-leaved cattail,native,15,138,ebb,85,15
Ventura River,2,2021-03-30T00:00:00Z,1,Low marsh,within_elevation,4,Typha latifolia,broad-leaved cattail,native,45,257,ebb,85,15
Ventura River,2,2021-03-30T00:00:00Z,1,Low marsh,within_elevation,4,Typha latifolia,broad-leaved cattail,native,25,141,ebb,85,15
Ventura River,2,2021-03-30T00:00:00Z,1,Low marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,2,102,ebb,65,35
Ventura River,2,2021-03-30T00:00:00Z,1,Low marsh,within_elevation,5,Typha latifolia,broad-leaved cattail,native,2,128,ebb,65,35
Ventura River,2,2021-03-30T00:00:00Z,1,Low marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,5,319,ebb,65,35
Ventura River,2,2021-03-30T00:00:00Z,1,Low marsh,within_elevation,5,Typha latifolia,broad-leaved cattail,native,20,150,ebb,65,35
Ventura River,1,2021-09-22T00:00:00Z,1,Low marsh,within_elevation,1,Cakile maritima,European sea rocket,naturalized,2,2,closed,2,98
Ventura River,1,2021-09-22T00:00:00Z,1,Low marsh,within_elevation,4,Distichlis spicata,salt grass,native,2,0,closed,2,98
Ventura River,3,2021-09-22T00:00:00Z,2,Low marsh,within_elevation,1,Cakile maritima,European sea rocket,naturalized,95,15,closed,95,5
Ventura River,3,2021-09-22T00:00:00Z,2,Low marsh,within_elevation,3,Distichlis spicata,salt grass,native,40,10,closed,50,50
Ventura River,3,2021-09-22T00:00:00Z,2,Low marsh,within_elevation,4,Distichlis spicata,salt grass,native,45,20,closed,45,55
Ventura River,3,2021-09-22T00:00:00Z,2,Low marsh,within_elevation,5,Cakile maritima,European sea rocket,naturalized,5,5,closed,10,90
Ventura River,3,2021-09-22T00:00:00Z,2,Low marsh,within_elevation,5,Distichlis spicata,salt grass,native,5,8,closed,10,90
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,2,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,50,37,ebb,50,50
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,2,Mid marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,40,30,ebb,40,60
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,2,Mid marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,10,0,ebb,10,90
Batiquitos Lagoon,2,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,30,13,high,30,70
Batiquitos Lagoon,2,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,27,19,high,30,70
Batiquitos Lagoon,2,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,5,22,high,80,20
Batiquitos Lagoon,2,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,75,24,high,80,20
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,15,27,high,57,43
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,2,51,high,57,43
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,30,30,high,57,43
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,10,61,high,57,43
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,10,21,high,35,65
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,25,25,high,35,65
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,1,19,high,20,80
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,2,31,high,20,80
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,15,22,high,20,80
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,2,30,high,20,80
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,1,15,high,34,66
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,5,39,high,34,66
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,20,25,high,34,66
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,2,Mid marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,8,34,high,34,66
Goleta Slough,2,2021-03-23T00:00:00Z,2,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,40,51,ebb,100,0
Goleta Slough,2,2021-03-23T00:00:00Z,2,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,60,47,ebb,100,0
Goleta Slough,2,2021-03-23T00:00:00Z,2,Mid marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,45,42,ebb,95,5
Goleta Slough,2,2021-03-23T00:00:00Z,2,Mid marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,50,35,ebb,95,5
Goleta Slough,2,2021-03-23T00:00:00Z,2,Mid marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,55,55,ebb,95,5
Goleta Slough,2,2021-03-23T00:00:00Z,2,Mid marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,40,42,ebb,95,5
Goleta Slough,2,2021-03-23T00:00:00Z,2,Mid marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,30,50,ebb,95,5
Goleta Slough,2,2021-03-23T00:00:00Z,2,Mid marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,65,33,ebb,95,5
Goleta Slough,2,2021-03-23T00:00:00Z,2,Mid marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,20,54,ebb,80,20
Goleta Slough,2,2021-03-23T00:00:00Z,2,Mid marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,60,44,ebb,80,20
Goleta Slough,3,2021-03-24T00:00:00Z,2,Mid marsh,within_elevation,1,Cakile maritima,European sea rocket,naturalized,20,10,ebb,20,80
Goleta Slough,3,2021-03-24T00:00:00Z,2,Mid marsh,within_elevation,2,Cakile maritima,European sea rocket,naturalized,15,9,ebb,15,85
Goleta Slough,3,2021-03-24T00:00:00Z,2,Mid marsh,within_elevation,3,Cakile maritima,European sea rocket,naturalized,26,7,ebb,20,80
Goleta Slough,3,2021-03-24T00:00:00Z,2,Mid marsh,within_elevation,4,Cakile maritima,European sea rocket,naturalized,20,0,ebb,20,80
Goleta Slough,3,2021-03-24T00:00:00Z,2,Mid marsh,within_elevation,5,Cakile maritima,European sea rocket,naturalized,5,9,ebb,10,90
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,1,Arthrocnemum subterminale,Parish's glasswort,native,10,35,ebb,100,0
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,1,Distichlis spicata,salt grass,native,20,0,ebb,100,0
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,1,Frankenia salina,alkali heath,native,10,10,ebb,100,0
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,1,Jaumea carnosa,fleshy jaumea,native,2,10,ebb,100,0
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,75,20,ebb,100,0
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,2,Cuscuta salina,salt dodder,native,20,0,ebb,100,0
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,2,Distichlis spicata,salt grass,native,5,20,ebb,100,0
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,2,Frankenia salina,alkali heath,native,75,20,ebb,100,0
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,3,Distichlis spicata,salt grass,native,60,10,ebb,90,10
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,90,45,ebb,90,10
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,4,Distichlis spicata,salt grass,native,5,5,ebb,95,5
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,4,Frankenia salina,alkali heath,native,40,40,ebb,95,5
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,55,60,ebb,95,5
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,4,Cuscuta salina,salt dodder,native,15,0,ebb,95,5
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,5,Cuscuta salina,salt dodder,native,15,0,ebb,95,5
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,5,Distichlis spicata,salt grass,native,10,5,ebb,95,5
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,5,Frankenia salina,alkali heath,native,10,25,ebb,95,5
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,5,Cuscuta salina,salt dodder,native,5,0,ebb,95,5
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,5,Frankenia salina,alkali heath,native,55,20,ebb,95,5
Goleta Slough,1,2021-03-25T00:00:00Z,1,Mid marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,60,55,ebb,95,5
Goleta Slough,1,2021-03-25T00:00:00Z,2,Mid marsh,within_elevation,1,Frankenia salina,alkali heath,native,15,40,ebb,90,10
Goleta Slough,1,2021-03-25T00:00:00Z,2,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,50,45,ebb,90,10
Goleta Slough,1,2021-03-25T00:00:00Z,2,Mid marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,95,45,ebb,98,2
Goleta Slough,1,2021-03-25T00:00:00Z,2,Mid marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,95,45,ebb,100,0
Goleta Slough,1,2021-03-25T00:00:00Z,2,Mid marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,100,45,ebb,100,0
Goleta Slough,1,2021-03-25T00:00:00Z,2,Mid marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,95,40,ebb,95,5
Goleta Slough,2,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,1,Carpobrotus edulis,iceplant,non-native,90,20,high,100,0
Goleta Slough,2,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,25,25,high,100,0
Goleta Slough,2,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,10,40,high,100,0
Goleta Slough,2,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,100,50,high,100,0
Goleta Slough,2,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,100,40,high,0,100
Goleta Slough,2,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,80,50,high,100,0
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,10,45,high,100,0
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,1,Arthrocnemum subterminale,Parish's glasswort,native,5,20,high,100,0
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,1,Jaumea carnosa,fleshy jaumea,native,25,20,high,100,0
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,90,50,high,100,0
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,5,5,high,70,30
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,2,Arthrocnemum subterminale,Parish's glasswort,native,60,35,high,70,30
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,2,Cressa truxillensis,alkali weed,native,5,8,high,70,30
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,3,Arthrocnemum subterminale,Parish's glasswort,native,15,30,high,75,25
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,3,Arthrocnemum subterminale,Parish's glasswort,native,25,40,high,75,25
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,3,Cressa truxillensis,alkali weed,native,5,10,high,75,25
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,3,Jaumea carnosa,fleshy jaumea,native,50,10,high,75,25
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,4,Arthrocnemum subterminale,Parish's glasswort,native,40,30,high,50,50
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,4,Arthrocnemum subterminale,Parish's glasswort,native,25,40,high,50,50
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,4,Cressa truxillensis,alkali weed,native,5,10,high,50,50
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,4,Jaumea carnosa,fleshy jaumea,native,10,10,high,50,50
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,5,Arthrocnemum subterminale,Parish's glasswort,native,5,30,high,25,75
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,5,Cressa truxillensis,alkali weed,native,5,10,high,25,75
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,10,10,high,25,75
Goleta Slough,3,2021-09-20T00:00:00Z,2,Mid marsh,within_elevation,5,Suaeda taxifolia,wooly seablite,native,15,20,high,25,75
Goleta Slough,1,2021-09-21T00:00:00Z,2,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,75,25,high,95,5
Goleta Slough,1,2021-09-21T00:00:00Z,2,Mid marsh,within_elevation,1,Frankenia salina,alkali heath,native,10,17,high,95,5
Goleta Slough,1,2021-09-21T00:00:00Z,2,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,5,49.5,high,95,5
Goleta Slough,1,2021-09-21T00:00:00Z,2,Mid marsh,within_elevation,2,Frankenia salina,alkali heath,native,5,13,high,100,0
Goleta Slough,1,2021-09-21T00:00:00Z,2,Mid marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,5,22,high,100,0
Goleta Slough,1,2021-09-21T00:00:00Z,2,Mid marsh,within_elevation,2,Cuscuta salina,salt dodder,native,15,0,high,100,0
Goleta Slough,1,2021-09-21T00:00:00Z,2,Mid marsh,within_elevation,2,Frankenia salina,alkali heath,native,20,16,high,100,0
Goleta Slough,1,2021-09-21T00:00:00Z,2,Mid marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,50,39,high,100,0
Goleta Slough,1,2021-09-21T00:00:00Z,2,Mid marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,35,41,high,100,0
Goleta Slough,1,2021-09-21T00:00:00Z,2,Mid marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,65,40,high,100,0
Goleta Slough,1,2021-09-21T00:00:00Z,2,Mid marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,45,44,high,100,0
Goleta Slough,1,2021-09-21T00:00:00Z,2,Mid marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,55,46,high,100,0
Goleta Slough,1,2021-09-21T00:00:00Z,2,Mid marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,15,42,high,95,5
Goleta Slough,1,2021-09-21T00:00:00Z,2,Mid marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,80,40,high,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,1,Distichlis spicata,salt grass,native,15,10,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,1,Distichlis spicata,salt grass,native,60,30,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,1,Frankenia salina,alkali heath,native,5,20,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,1,Jaumea carnosa,fleshy jaumea,native,10,10,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,25,35,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,2,Distichlis spicata,salt grass,native,50,30,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,2,Jaumea carnosa,fleshy jaumea,native,5,10,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,2,Limonium californicum,Western marsh-rosemary,native,5,15,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,2,Salicornia bigelovii,dwarf glasswort,native,2,20,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,10,60,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,2,Cuscuta salina,salt dodder,native,10,0,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,2,Frankenia salina,alkali heath,native,70,20,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,3,Distichlis spicata,salt grass,native,40,30,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,3,Frankenia salina,alkali heath,native,25,30,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,3,Jaumea carnosa,fleshy jaumea,native,10,5,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,80,60,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,4,Distichlis littoralis,shore grass,native,2,15,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,4,Distichlis spicata,salt grass,native,70,20,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,4,Frankenia salina,alkali heath,native,10,20,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,4,Jaumea carnosa,fleshy jaumea,native,30,10,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,5,15,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,25,40,ebb,95,5
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,5,Distichlis spicata,salt grass,native,2,25,ebb,100,0
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,40,15,ebb,100,0
Malibu Lagoon,1,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,5,Salicornia bigelovii,dwarf glasswort,native,2,20,ebb,100,0
Malibu Lagoon,3,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,1,Acmispon glaber,deerweed,native,10,60,ebb,70,30
Malibu Lagoon,3,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,1,Arthrocnemum subterminale,Parish's glasswort,native,5,20,ebb,70,30
Malibu Lagoon,3,2021-04-05T00:00:00Z,2,Mid marsh,within_elevation,1,Distichlis littoralis,shore grass,native,20,10,ebb,70,30
